No,Date,GAZP
189,2020-10-05,162.6477508544922
190,2020-10-06,165.1082000732422
191,2020-10-07,160.6468505859375
192,2020-10-08,159.93838500976562
193,2020-10-09,160.1681671142578
194,2020-10-12,161.84356689453125
195,2020-10-13,159.10548400878906
196,2020-10-14,159.9192352294922
197,2020-10-15,159.9192352294922
198,2020-10-16,159.9192352294922
199,2020-10-19,156.93223571777344
200,2020-10-20,159.2299346923828
201,2020-10-21,157.267333984375
202,2020-10-22,158.10980224609375
203,2020-10-23,157.71730041503906
204,2020-10-26,154.83560180664062
205,2020-10-27,152.11666870117188
206,2020-10-28,148.30633544921875
207,2020-10-29,149.3785858154297
208,2020-10-30,148.1627197265625
209,2020-11-02,150.80506896972656
210,2020-11-03,153.54315185546875
211,2020-11-05,157.25775146484375
212,2020-11-06,157.53538513183594
213,2020-11-09,163.13600158691406
214,2020-11-10,165.41455078125
215,2020-11-11,164.57205200195312
216,2020-11-12,166.54425048828125
217,2020-11-13,171.83851623535156
218,2020-11-16,177.05618286132812
219,2020-11-17,175.22760009765625
220,2020-11-18,178.4060821533203
221,2020-11-19,175.84988403320312
222,2020-11-20,174.74891662597656
223,2020-11-23,175.09356689453125
224,2020-11-24,178.61669921875
225,2020-11-25,179.61236572265625
226,2020-11-26,177.59231567382812
227,2020-11-27,177.97525024414062
228,2020-11-30,174.634033203125
229,2020-12-01,176.52963256835938
230,2020-12-02,178.6932830810547
231,2020-12-03,178.0231170654297
232,2020-12-04,180.6654815673828
233,2020-12-07,183.15463256835938
234,2020-12-08,181.9387664794922
235,2020-12-09,182.28341674804688
236,2020-12-10,184.84918212890625
237,2020-12-11,190.98593139648438
238,2020-12-14,191.00506591796875
239,2020-12-15,190.91891479492188
240,2020-12-16,196.83546447753906
241,2020-12-17,204.61888122558594
242,2020-12-18,204.37954711914062
243,2020-12-21,194.91114807128906
244,2020-12-22,200.50218200683594
245,2020-12-23,202.0531463623047
246,2020-12-24,196.39508056640625
247,2020-12-25,196.70144653320312
248,2020-12-28,197.1322479248047
249,2020-12-29,200.10968017578125
250,2020-12-30,203.31686401367188
251,2021-01-04,205.65284729003906
252,2021-01-05,205.21246337890625
253,2021-01-06,206.02622985839844
254,2021-01-08,206.02622985839844
255,2021-01-11,217.71572875976562
256,2021-01-12,218.2135467529297
257,2021-01-13,217.67742919921875
258,2021-01-14,219.05604553222656
259,2021-01-15,216.96897888183594
260,2021-01-18,217.98379516601562
261,2021-01-19,213.72349548339844
262,2021-01-20,214.71914672851562
263,2021-01-21,208.63027954101562
264,2021-01-22,205.5379638671875
265,2021-01-25,207.1559295654297
266,2021-01-26,208.82174682617188
267,2021-01-27,209.1089630126953
268,2021-01-28,208.4770965576172
269,2021-01-29,204.58059692382812
270,2021-02-01,204.0731964111328
271,2021-02-02,207.87396240234375
272,2021-02-03,208.2760467529297
273,2021-02-04,209.02279663085938
274,2021-02-05,211.97149658203125
275,2021-02-08,216.8828125
276,2021-02-09,217.0742950439453
277,2021-02-10,213.9436798095703
278,2021-02-11,212.80441284179688
279,2021-02-12,216.8253631591797
280,2021-02-15,219.10391235351562
281,2021-02-16,222.1100616455078
282,2021-02-17,217.52426147460938
283,2021-02-18,216.1360626220703
284,2021-02-19,216.3371124267578
285,2021-02-22,215.65737915039062
286,2021-02-24,212.22998046875
287,2021-02-25,214.1734619140625
288,2021-02-26,209.30043029785156
289,2021-03-01,212.14382934570312
290,2021-03-02,213.0629119873047
291,2021-03-03,213.97239685058594
292,2021-03-04,216.09776306152344
293,2021-03-05,216.02117919921875
294,2021-03-09,222.33982849121094
295,2021-03-10,221.90899658203125
296,2021-03-11,222.00474548339844
297,2021-03-12,224.12054443359375
298,2021-03-15,226.3129119873047
299,2021-03-16,225.3172607421875
300,2021-03-17,218.6060791015625
301,2021-03-18,218.1656951904297
302,2021-03-19,214.9489288330078
303,2021-03-22,211.8470458984375
304,2021-03-23,213.80007934570312
305,2021-03-24,214.98721313476562
306,2021-03-25,214.28834533691406
307,2021-03-26,216.3371124267578
308,2021-03-29,218.80712890625
309,2021-03-30,216.76792907714844
310,2021-03-31,218.405029296875
311,2021-04-01,216.89239501953125
312,2021-04-02,218.80712890625
313,2021-04-05,215.19784545898438
314,2021-04-06,214.11599731445312
315,2021-04-07,214.50852966308594
316,2021-04-08,214.7287139892578
317,2021-04-09,212.4597625732422
318,2021-04-12,212.90972900390625
319,2021-04-13,215.41802978515625
320,2021-04-14,225.4512939453125
321,2021-04-15,224.94387817382812
322,2021-04-16,224.93429565429688
323,2021-04-19,221.15267944335938
324,2021-04-20,220.1187286376953
325,2021-04-21,220.37721252441406
326,2021-04-22,221.55477905273438
327,2021-04-23,222.4547119140625
328,2021-04-26,223.4312286376953
329,2021-04-27,222.3302459716797
330,2021-04-28,222.54087829589844
331,2021-04-29,219.8219451904297
332,2021-04-30,220.16659545898438
333,2021-05-04,223.4982452392578
334,2021-05-05,226.88734436035156
335,2021-05-06,230.4296112060547
336,2021-05-07,231.49229431152344
337,2021-05-10,232.0858612060547
338,2021-05-11,231.5401611328125
339,2021-05-12,232.93792724609375
340,2021-05-13,235.8961944580078
341,2021-05-14,238.2896270751953
342,2021-05-17,242.0137939453125
343,2021-05-18,245.6709442138672
344,2021-05-19,248.4951934814453
345,2021-05-20,247.7197265625
346,2021-05-21,247.35592651367188
347,2021-05-24,248.7154083251953
348,2021-05-25,249.0696258544922
349,2021-05-26,251.00350952148438
350,2021-05-27,251.6353759765625
351,2021-05-28,251.11837768554688
352,2021-05-31,249.510009765625
353,2021-06-01,252.6693572998047
354,2021-06-02,259.39007568359375
355,2021-06-03,260.65380859375
356,2021-06-04,262.09942626953125
357,2021-06-07,263.5450744628906
358,2021-06-08,262.4632263183594
359,2021-06-09,264.22479248046875
360,2021-06-10,264.04290771484375
361,2021-06-11,264.7513732910156
362,2021-06-14,267.6617431640625
363,2021-06-15,262.11859130859375
364,2021-06-16,261.5537414550781
365,2021-06-17,260.7687072753906
366,2021-06-18,259.8304748535156
367,2021-06-21,259.715576171875
368,2021-06-22,264.02374267578125
369,2021-06-23,265.9289245605469
370,2021-06-24,265.0864562988281
371,2021-06-25,265.4023742675781
372,2021-06-28,265.65130615234375
373,2021-06-29,264.3013916015625
374,2021-06-30,269.1839904785156
375,2021-07-01,271.7880554199219
376,2021-07-02,273.5208740234375
377,2021-07-05,276.50787353515625
378,2021-07-06,282.07977294921875
379,2021-07-07,284.23388671875
380,2021-07-08,279.4565734863281
381,2021-07-09,282.0223083496094
382,2021-07-12,284.4349060058594
383,2021-07-13,281.8500061035156
384,2021-07-14,285.0400085449219
385,2021-07-15,280.42999267578125
386,2021-07-16,279.2200012207031
387,2021-07-19,274.6099853515625
388,2021-07-20,275.70001220703125
389,2021-07-21,278.7099914550781
390,2021-07-22,283.1499938964844
391,2021-07-23,279.7300109863281
392,2021-07-26,280.0899963378906
393,2021-07-27,277.6600036621094
394,2021-07-28,282.4700012207031
395,2021-07-29,287.44000244140625
396,2021-07-30,285.1000061035156
397,2021-08-02,286.1499938964844
398,2021-08-03,286.8999938964844
399,2021-08-04,288.6600036621094
400,2021-08-05,287.6099853515625
401,2021-08-06,282.0799865722656
402,2021-08-09,287.1000061035156
403,2021-08-10,287.989990234375
404,2021-08-11,289.8800048828125
405,2021-08-12,292.6400146484375
406,2021-08-13,292.75
407,2021-08-16,294.8699951171875
408,2021-08-17,298.2200012207031
409,2021-08-18,298.3500061035156
410,2021-08-19,292.8500061035156
411,2021-08-20,292.7900085449219
412,2021-08-23,297.6099853515625
413,2021-08-24,298.30999755859375
414,2021-08-25,297.1000061035156
415,2021-08-26,295.1000061035156
416,2021-08-27,298.8999938964844
417,2021-08-30,304.1400146484375
418,2021-08-31,305.79998779296875
419,2021-09-01,311.7300109863281
420,2021-09-02,314.05999755859375
421,2021-09-03,317.7099914550781
422,2021-09-06,325.95001220703125
423,2021-09-07,327.80999755859375
424,2021-09-08,326.3900146484375
425,2021-09-09,326.79998779296875
426,2021-09-10,327.3399963378906
427,2021-09-13,331.7699890136719
428,2021-09-14,338.8599853515625
429,2021-09-15,342.239990234375
430,2021-09-16,339.0
431,2021-09-17,335.82000732421875
432,2021-09-20,325.6000061035156
433,2021-09-21,336.3699951171875
434,2021-09-22,338.25
435,2021-09-23,343.32000732421875
436,2021-09-24,344.29998779296875
437,2021-09-27,352.5
438,2021-09-28,357.92999267578125
439,2021-09-29,358.1000061035156
440,2021-09-30,360.0
441,2021-10-01,361.1600036621094
442,2021-10-04,373.8699951171875
443,2021-10-05,386.1499938964844
444,2021-10-06,371.75
445,2021-10-07,369.010009765625
446,2021-10-08,367.55999755859375
447,2021-10-11,370.2300109863281
448,2021-10-12,365.19000244140625
449,2021-10-13,359.5799865722656
450,2021-10-14,366.3299865722656
451,2021-10-15,367.989990234375
452,2021-10-18,365.1499938964844
453,2021-10-19,367.260009765625
454,2021-10-20,369.7799987792969
455,2021-10-21,363.30999755859375
456,2021-10-22,358.8900146484375
457,2021-10-25,363.9599914550781
458,2021-10-26,365.6700134277344
459,2021-10-27,364.1000061035156
460,2021-10-28,353.1300048828125
461,2021-10-29,349.54998779296875
462,2021-11-01,357.0299987792969
463,2021-11-02,352.9100036621094
464,2021-11-03,350.8800048828125
465,2021-11-05,351.1300048828125
466,2021-11-08,351.2699890136719
467,2021-11-09,349.9100036621094
468,2021-11-10,349.0
469,2021-11-11,346.8999938964844
470,2021-11-12,335.6199951171875
471,2021-11-15,339.20001220703125
472,2021-11-16,336.4599914550781
473,2021-11-17,348.489990234375
474,2021-11-18,345.9800109863281
475,2021-11-19,337.0
476,2021-11-22,324.3399963378906
477,2021-11-23,338.510009765625
478,2021-11-24,335.760009765625
479,2021-11-25,338.5
480,2021-11-26,327.6000061035156
481,2021-11-29,338.5
482,2021-11-30,334.5400085449219
483,2021-12-01,349.79998779296875
484,2021-12-02,350.3900146484375
485,2021-12-03,345.6400146484375
486,2021-12-06,336.79998779296875
487,2021-12-07,338.94000244140625
488,2021-12-08,338.92999267578125
489,2021-12-09,338.1000061035156
490,2021-12-10,331.5
491,2021-12-13,317.760009765625
492,2021-12-14,316.5
493,2021-12-15,319.45001220703125
494,2021-12-16,328.4700012207031
495,2021-12-17,327.6199951171875
496,2021-12-20,324.0
497,2021-12-21,338.760009765625
498,2021-12-22,348.3999938964844
499,2021-12-23,340.9100036621094
500,2021-12-24,338.25
501,2021-12-27,342.7799987792969
502,2021-12-28,345.0
503,2021-12-29,339.489990234375
504,2021-12-30,342.4700012207031
505,2022-01-03,350.70001220703125
506,2022-01-04,352.30999755859375
507,2022-01-05,344.239990234375
508,2022-01-06,344.0299987792969
509,2022-01-10,342.8900146484375
510,2022-01-11,343.9100036621094
511,2022-01-12,346.2099914550781
512,2022-01-13,337.5899963378906
513,2022-01-14,331.6300048828125
514,2022-01-17,327.29998779296875
515,2022-01-18,327.29998779296875
516,2022-01-19,316.8299865722656
517,2022-01-20,318.1000061035156
518,2022-01-21,313.4700012207031
519,2022-01-24,292.75
520,2022-01-25,294.3399963378906
521,2022-01-26,302.4200134277344
522,2022-01-27,323.0199890136719
523,2022-01-28,328.8800048828125
524,2022-01-31,328.8800048828125
525,2022-02-01,329.79998779296875
526,2022-02-02,330.94000244140625
527,2022-02-03,324.82000732421875
528,2022-02-04,321.5
529,2022-02-07,320.8900146484375
530,2022-02-08,331.25
531,2022-02-09,335.6300048828125
532,2022-02-10,331.05999755859375
533,2022-02-11,323.8800048828125
534,2022-02-14,321.6700134277344
535,2022-02-15,332.1600036621094
536,2022-02-16,335.29998779296875
537,2022-02-17,324.4599914550781
538,2022-02-18,310.80999755859375
539,2022-02-21,278.1499938964844
540,2022-02-22,279.20001220703125
541,2022-02-24,189.10000610351562
542,2022-02-25,238.0
543,2022-03-24,258.510009765625
544,2022-03-25,227.0
545,2022-03-28,218.60000610351562
546,2022-03-29,208.0
547,2022-03-30,216.0
548,2022-03-31,242.47999572753906
549,2022-04-01,251.39999389648438
550,2022-04-04,252.89999389648438
551,2022-04-05,243.5
552,2022-04-06,239.6999969482422
553,2022-04-07,239.6999969482422
554,2022-04-08,239.6999969482422
555,2022-04-11,234.5500030517578
556,2022-04-12,236.3000030517578
557,2022-04-13,234.8699951171875
558,2022-04-14,222.11000061035156
559,2022-04-15,224.0
560,2022-04-18,216.99000549316406
561,2022-04-19,220.72000122070312
562,2022-04-20,218.9199981689453
563,2022-04-21,218.9199981689453
564,2022-04-22,208.0
565,2022-04-25,208.0
566,2022-04-26,225.85000610351562
567,2022-04-27,237.14999389648438
568,2022-04-28,237.52999877929688
569,2022-04-29,240.39999389648438
570,2022-05-04,234.16000366210938
571,2022-05-05,234.16000366210938
572,2022-05-06,240.10000610351562
573,2022-05-11,241.99000549316406
574,2022-05-12,230.55999755859375
575,2022-05-13,235.52000427246094
576,2022-05-16,235.52000427246094
577,2022-05-17,258.79998779296875
578,2022-05-18,264.8399963378906
579,2022-05-19,266.67999267578125
580,2022-05-20,266.67999267578125
581,2022-05-23,266.67999267578125
582,2022-05-24,266.67999267578125
